order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,customer_since,place_name,county,city,state,zip,region,discount_percent
100403411,2020-12-24,canceled,657547.0,APPWES59CA4D59CB41A,2.0,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.622558869701700
100403411,2020-12-24,canceled,657548.0,APPPHI5A09939191938,2.0,315.5,315.5,49.28917000000000,266.21083,Appliances,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.622557844691000
100403411,2020-12-24,canceled,657549.0,HALSHO59F836EF959B9,2.0,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.62256446991400
100403502,2020-12-24,canceled,657702.0,APPWES59CA4D59CB41A,2.0,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.622558869701700
100403502,2020-12-24,canceled,657703.0,APPPHI5A09939191938,2.0,315.5,315.5,49.28917000000000,266.21083,Appliances,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.622557844691000
100403502,2020-12-24,canceled,657704.0,HALSHO59F836EF959B9,2.0,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,15.62256446991400
100403536,2020-12-24,complete,657777.0,APPWES59CA4D59CB41A,3.0,254.8,509.6,101.92,407.68,Appliances,Easypay,Net,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,20.0
100403536,2020-12-24,complete,657778.0,APPPHI5A09939191938,3.0,315.5,631.0,126.2,504.8,Appliances,Easypay,Net,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,20.0
100403536,2020-12-24,complete,657779.0,HALSHO59F836EF959B9,3.0,69.8,139.6,27.92,111.68,Home & Living,Easypay,Net,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,20.0
100422764,2020-12-28,complete,690831.0,HALSHA59EDF900413FA,3.0,499.8,999.6,199.92,799.6800000000000,Home & Living,Easypay,Net,42485.0,2020,Dec-2020,171143,2/4/1981,Graham,Bradford,Graham,FL,32042,South,20.0
100354679,2020-10-01,canceled,574775.0,AZD_Bingo-3-in-1-Blender-BX-395,2.0,166.5,166.5,0.0,166.5,Appliances,cod,Gross,53620.0,2020,Oct-2020,650142,6/27/2010,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,0.0
100354679,2020-10-01,canceled,574776.0,lala_UMS17-LCO-006A,2.0,140.0,140.0,0.0,140.0,Women's Fashion,cod,Gross,53620.0,2020,Oct-2020,650142,6/27/2010,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,0.0
100358823,2020-10-22,canceled,582021.0,APPANE59BD020E370CC,2.0,199.0,199.0,0.0,199.0,Appliances,cod,Gross,53620.0,2020,Oct-2020,650142,6/27/2010,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,0.0
100359410,2020-10-24,complete,583004.0,APPANE59BD020E370CC,11.0,199.0,1990.0,0.0,1990.0,Appliances,cod,Net,53620.0,2020,Oct-2020,650142,6/27/2010,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,0.0
100359558,2020-10-25,complete,583239.0,APPLIO59BA25191179A,11.0,199.9,1999.0,0.0,1999.0,Appliances,cod,Net,53620.0,2020,Oct-2020,650142,6/27/2010,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,0.0
100354681,2020-10-01,canceled,574781.0,AYS_Signature-30Wroomsizerefrigerator,2.0,1099.9,1099.9,0.0,1099.9,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100354682,2020-10-01,canceled,574782.0,AYS_Signature-30Wroomsizerefrigerator,2.0,1099.9,1099.9,0.0,1099.9,Appliances,Payaxis,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100354684,2020-10-01,canceled,574787.0,AYS_Signature-30Wroomsizerefrigerator,2.0,1099.9,1099.9,0.0,1099.9,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100356443,2020-10-09,canceled,578022.0,AYS_Signature-30Wroomsizerefrigerator,2.0,1099.9,1099.9,0.0,1099.9,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100357608,2020-10-16,canceled,580086.0,APPHAI59ACA3A653D02,2.0,1543.5,1543.5,0.0,1543.5,Appliances,Payaxis,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100357611,2020-10-16,canceled,580099.0,APPHAI59ACA3A653D02,2.0,1543.5,1543.5,0.0,1543.5,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100357990,2020-10-17,canceled,580641.0,APPHAI59ACA3A653D02,2.0,1543.5,1543.5,0.0,1543.5,Appliances,Payaxis,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100358002,2020-10-17,canceled,580653.0,APPHAI59ACA3A653D02,2.0,1543.5,1543.5,0.0,1543.5,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100358330,2020-10-19,canceled,581153.0,APPHAI59ACA3A653D02,2.0,1543.5,1543.5,0.0,1543.5,Appliances,Payaxis,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100359296,2020-10-24,canceled,582818.0,APPMOU59BD04F2F3949,2.0,483.5,483.5,0.0,483.5,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100359308,2020-10-24,canceled,582836.0,APPMOU59BD04F2F3949,2.0,483.5,483.5,0.0,483.5,Appliances,Easypay,Gross,56836.0,2020,Oct-2020,578084,4/3/1992,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0.0
100354683,2020-10-01,canceled,574783.0,Mochika_M0001128-8,3.0,170.0,340.0,0.0,340.0,Men's Fashion,Payaxis,Gross,60125.0,2020,Oct-2020,688994,6/21/2015,Glendo,Platte,Glendo,WY,82213,West,0.0
100354683,2020-10-01,canceled,574785.0,Mochika_M0001128-10,2.0,170.0,170.0,0.0,170.0,Men's Fashion,Payaxis,Gross,60125.0,2020,Oct-2020,688994,6/21/2015,Glendo,Platte,Glendo,WY,82213,West,0.0
100355124,2020-10-02,order_refunded,575663.0,Mochika_M0001128-8,3.0,170.0,340.0,0.0,340.0,Men's Fashion,Payaxis,Valid,60125.0,2020,Oct-2020,688994,6/21/2015,Glendo,Platte,Glendo,WY,82213,West,0.0
100355124,2020-10-02,order_refunded,575665.0,Mochika_M0001128-10,2.0,170.0,170.0,0.0,170.0,Men's Fashion,Payaxis,Valid,60125.0,2020,Oct-2020,688994,6/21/2015,Glendo,Platte,Glendo,WY,82213,West,0.0
100354685,2020-10-01,canceled,574788.0,cc_samsung_a320-black,2.0,3139.2,3139.2,0.0,3139.2,Mobiles & Tablets,Payaxis,Gross,51286.0,2020,Oct-2020,167242,10/19/2016,Farmington,Oconee,Farmington,GA,30638,South,0.0
100354686,2020-10-01,order_refunded,574789.0,coolBell_CB-8001 -Grey,2.0,315.2,315.2,0.0,315.2,Computing,cod,Valid,60126.0,2020,Oct-2020,535212,7/10/2011,Nashville,Davidson,Nashville,TN,37245,South,0.0
100354849,2020-10-01,order_refunded,575104.0,CUR_CU-09,2.0,149.9,149.9,0.0,149.9,Men's Fashion,cod,Valid,60126.0,2020,Oct-2020,535212,7/10/2011,Nashville,Davidson,Nashville,TN,37245,South,0.0
100358459,2020-10-19,order_refunded,581378.0,COMCOO59BA30DE90BC9,2.0,315.2,315.2,0.0,315.2,Computing,cod,Valid,60126.0,2020,Oct-2020,535212,7/10/2011,Nashville,Davidson,Nashville,TN,37245,South,0.0
100354687,2020-10-01,order_refunded,574790.0,FHM_ECLIPSE,2.0,2900.0,2900.0,0.0,2900.0,Home & Living,Payaxis,Valid,60127.0,2020,Oct-2020,536652,5/11/1995,Warwick,Kent,Warwick,RI,2889,Northeast,0.0
100356322,2020-10-09,canceled,577804.0,PTCL_Charji EVO TAB,2.0,1000.0,1000.0,0.0,1000.0,Mobiles & Tablets,Payaxis,Gross,60127.0,2020,Oct-2020,536652,5/11/1995,Warwick,Kent,Warwick,RI,2889,Northeast,0.0
100354688,2020-10-01,order_refunded,574791.0,BD_BIG DEAL_3,2.0,35.0,35.0,0.0,35.0,Mobiles & Tablets,cod,Valid,60128.0,2020,Oct-2020,300941,8/25/1998,Sarasota,Sarasota,Sarasota,FL,34277,South,0.0
100354689,2020-10-01,complete,574792.0,Head_811506-L,3.0,265.0,530.0,0.0,530.0,Men's Fashion,Payaxis,Net,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354689,2020-10-01,complete,574794.0,head_287006-NV,2.0,129.0,129.0,0.0,129.0,Men's Fashion,Payaxis,Net,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354690,2020-10-01,canceled,574795.0,ew_104,2.0,49.9,49.9,0.0,49.9,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354692,2020-10-01,canceled,574797.0,Ctees_Barcelona,2.0,35.0,35.0,0.0,35.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354693,2020-10-01,canceled,574798.0,Ctees_Barcelona,4.0,35.0,105.0,0.0,105.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354691,2020-10-01,complete,574796.0,mytee_myteeL125,4.0,115.0,345.0,0.0,345.0,Men's Fashion,Payaxis,Net,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354694,2020-10-01,canceled,574799.0,PTCL_EVO30GBof3GData,2.0,500.0,500.0,0.0,500.0,Mobiles & Tablets,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100356697,2020-10-11,canceled,578460.0,MEFBRU59AD3A7B86B51-L,2.0,160.0,160.0,0.0,160.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100356698,2020-10-11,canceled,578462.0,MEFBRU59AD3A76214B5-L,2.0,315.0,315.0,0.0,315.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100359748,2020-10-25,canceled,583550.0,MEFSHA59BA6071A0A90-M,3.0,156.0,312.0,0.0,312.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Oct-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100361029,2020-11-01,canceled,585715.0,MEFSHA59BA5FAA5AE1A-S,2.0,156.0,156.0,0.0,156.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Nov-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375675,2020-12-08,canceled,607849.0,MEFOXF59F9A9B222EC1-42,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375676,2020-12-08,canceled,607851.0,MEFOXF59F9A9B222EC1-42,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375677,2020-12-08,canceled,607853.0,MEFOXF59F9A9B222EC1-42,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375680,2020-12-08,canceled,607857.0,MEFOXF59F9A9B0999AA-40,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375681,2020-12-08,canceled,607859.0,MEFOXF59F9A9B0999AA-40,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375681,2020-12-08,canceled,607861.0,MEFOXF59F9A9B222EC1-42,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375682,2020-12-08,canceled,607863.0,WOFSHO59AE5C6B30F00-L,2.0,379.8,379.8,0.0,379.8,Women's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375683,2020-12-08,canceled,607865.0,MEFAYB59F7684F2B30E-S,2.0,99.8,99.8,0.0,99.8,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375684,2020-12-08,canceled,607867.0,MEFOXF59F9A94BF0F75-42,2.0,196.0,196.0,0.0,196.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375685,2020-12-08,canceled,607869.0,MEFOXF59F9A94BF0F75-42,2.0,196.0,196.0,0.0,196.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375686,2020-12-08,canceled,607871.0,MEFOXF59F9A94BF0F75-42,2.0,196.0,196.0,0.0,196.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375687,2020-12-08,canceled,607873.0,MEFOXF59F9A94BF0F75-42,2.0,196.0,196.0,0.0,196.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100375688,2020-12-08,canceled,607875.0,MEFAYB59F7684F2B30E-S,2.0,99.8,99.8,0.0,99.8,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401731,2020-12-23,canceled,654629.0,MEFOXF59F9A9B0999AA-40,3.0,325.0,650.0,0.0,650.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401754,2020-12-23,canceled,654672.0,MEFPAK5A094C054968C-L,2.0,69.9,69.9,0.0,69.9,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401763,2020-12-23,canceled,654687.0,MEFOXF59F9A9B0999AA-40,3.0,325.0,650.0,0.0,650.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401779,2020-12-23,canceled,654723.0,MEFOXF59F9A9B0999AA-40,3.0,325.0,650.0,0.0,650.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401799,2020-12-23,canceled,654760.0,MEFOXF59F9A9B222EC1-40,2.0,259.9,259.9,0.0,259.9,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401814,2020-12-23,canceled,654777.0,MEFOXF59D2AB31EF291-42,2.0,325.0,325.0,0.0,325.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401824,2020-12-23,canceled,654797.0,MEFOXF59D2AB31EF291-42,3.0,325.0,650.0,0.0,650.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401837,2020-12-23,canceled,654814.0,MEFOXF59F9A949EF65F-42,2.0,196.0,196.0,0.0,196.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401881,2020-12-23,canceled,654888.0,MEFOXF59F9A96C9403D-42,2.0,285.0,285.0,0.0,285.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401890,2020-12-23,canceled,654914.0,MEFOXF59F9A997B798E-42,2.0,285.0,285.0,0.0,285.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100401901,2020-12-23,canceled,654926.0,MEFOXF59F9A9A8EC299-42,2.0,285.0,285.0,0.0,285.0,Men's Fashion,Payaxis,Gross,56449.0,2020,Dec-2020,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100441393,2021-02-01,canceled,723634.0,APPORI5A433F2870FC6,2.0,2625.0,2625.0,0.0,2625.0,Appliances,Payaxis,Gross,56449.0,2021,Feb-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533723,2021-06-25,canceled,855999.0,MEFVIT5A9D50E8177A1,2.0,299.9,299.9,0.0,299.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533724,2021-06-25,canceled,856000.0,MEFVIT5A9D50E8177A1,2.0,299.9,299.9,0.0,299.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533726,2021-06-25,canceled,856002.0,MEFVIT5A9D50E8177A1,2.0,299.9,299.9,0.0,299.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533727,2021-06-25,canceled,856003.0,MEFVIT5A9D50E8177A1,2.0,299.9,299.9,0.0,299.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533729,2021-06-25,canceled,856005.0,MEFVIC5AFA90519FCC7,2.0,1600.0,1600.0,0.0,1600.0,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533733,2021-06-25,canceled,856010.0,MEFBAT5ADEE5FB7BEC6-7,2.0,59.9,59.9,0.0,59.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533735,2021-06-25,canceled,856013.0,MEFSPO5A65CD07A9386-S,2.0,274.9,274.9,0.0,274.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100533739,2021-06-25,canceled,856019.0,MEFPAK5A5DE32A2A47C-L,2.0,39.9,39.9,0.0,39.9,Men's Fashion,Payaxis,Gross,56449.0,2021,Jun-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100560796,2021-09-19,canceled,902351.0,MEFPAK5A5DE32A2A47C-L,1.0,39.8,0.0,0.0,0.0,Men's Fashion,Payaxis,Gross,56449.0,2021,Sep-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,8.000000000000000
100560807,2021-09-19,canceled,902371.0,MEFTRI5B473C59F272D-40,1.0,99.9,0.0,0.0,0.0,Men's Fashion,Payaxis,Gross,56449.0,2021,Sep-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,8.0
100560817,2021-09-19,canceled,902382.0,MEFTRI5B473C59F272D-40,1.0,99.9,0.0,0.0,0.0,Men's Fashion,Payaxis,Gross,56449.0,2021,Sep-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,8.0
100560829,2021-09-19,canceled,902397.0,MEFTRI5B473C59F272D-40,1.0,99.9,0.0,0.0,0.0,Men's Fashion,Payaxis,Gross,56449.0,2021,Sep-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,8.0
100560841,2021-09-19,canceled,902410.0,MEFEMO59E9C6B62F9FE-40,2.0,119.8,119.8,0.0,119.8,Men's Fashion,Payaxis,Gross,56449.0,2021,Sep-2021,849200,3/31/2017,Brownstown,Fayette,Brownstown,IL,62418,Midwest,0.0
100354695,2020-10-01,order_refunded,574800.0,kureshi_HSMF-Male-XXL,2.0,29.9,29.9,0.0,29.9,Men's Fashion,cod,Valid,60129.0,2020,Oct-2020,313357,3/5/2010,Mill Springs,Wayne,Mill Springs,KY,42632,South,0.0
100354696,2020-10-01,canceled,574802.0,iGeek_VR BOX Version 2.0 - Virtual Reality Glasses - White,2.0,64.5,64.5,0.0,64.5,Mobiles & Tablets,cod,Gross,60130.0,2020,Oct-2020,304702,8/24/2016,Brighton,Jersey,Brighton,IL,62012,Midwest,0.0
100354697,2020-10-01,received,574803.0,Essentials_EDFH1032CGM-XL,2.0,29.9,29.9,0.0,29.9,Men's Fashion,jazzwallet,Valid,31655.0,2020,Oct-2020,852167,7/20/2003,Phoenix,Maricopa,Phoenix,AZ,85015,West,0.0
